timestamp,close,vwap,score,sqz_on,mom_state,regime,bull_align,bear_align,in_pb_zone,Open,High,Low,Close,Volume
2026-03-30 05:25:00+00:00,32681.8203125,,-13.333333333333334,False,2,WEAK,False,True,False,0,0,0,0,0
2026-03-31 00:05:00,32447.0,32453.35221536736,-13.333333333333334,False,2,WEAK,False,True,True,0,0,0,0,0
